question_id,question,answer,field,year,correct answer,question_english,answer_english,field_english,question_type_category,question_type_format,question_type_clinical_domain,question_type_specialty_subtype,question_type_complexity_level,question_type_is_clinical_case,question_type_required_knowledge,question_type_gender,question_type_age_value,question_type_age_unit,question_type_age_ageCategory
4017,بيمار 25 ساله اي با سابقه لوپوس، اختلال تكلم، با ضعف و بي حالي و پتشي مراجعه كرده است. آزمايشات به شرح زير است :Hb=7 PLT=10/000 Retic=15% ↑ LDH=2000 ↑ BUN= N Cr= N PT= N PTT = N در لام تنها نكته پاتولوژيك RBC فراگمانته است. كدام تشخيص محتمل تر است؟,"{'1': 'لوكمي حاد ', '2': 'TTP ', '3': 'DIC ', '4': 'HUS'}",خون و انکولوژی,1398,2,"A 25-year-old patient with a history of lupus, speech disorder, presenting with weakness, malaise, and petechiae. Laboratory tests are as follows: Hb=7 PLT=10,000 Retic=15% ↑ LDH=2000 ↑ BUN= N Cr= N PT= N PTT = N. The only pathological finding on the smear is fragmented RBCs. Which diagnosis is most likely?","{""1"": ""Acute Leukemia"", ""2"": ""TTP"", ""3"": ""DIC"", ""4"": ""HUS""}",Hematology and Oncology,diagnosis,case_scenario,hematology_oncology,hematology,intermediate,1.0,"[""Hematology"", ""Autoimmune diseases"", ""Microangiopathic hemolytic anemia"", ""Thrombocytopenia"", ""Laboratory interpretation""]",unspecified,25,years,Adult (18+)
11122,خانم ۴۵ ساله‌ای به علت درد گلو با انتشار به گو سمت راست مراجعه کرده است. در معاینه لوب راست تیروئید تندرنس شدید، لرزش دست ها و تاکی کاردی دارد‌. آزمایشات به قرار زیر است، TSH=0.01 (0.5-5) T4=16 µg برای تائید تشخیص کدام مورد را درخواست می کنید؟,"{'1': 'بیوپسی نیروئید ', '2': 'سی تی اسکن گردن ', '3': 'ام آر آی تیروئید ', '4': 'جذب ید رادیواکتیو'}",غدد,1395,4,"A 45-year-old woman presented with a sore throat radiating to the right side of her neck. On examination, she had severe tenderness in the right thyroid lobe, hand tremors, and tachycardia. Laboratory tests were as follows: TSH=0.01 (0.5-5), T4=16 µg. Which of the following would you request to confirm the diagnosis?","{""1"": ""Thyroid biopsy"", ""2"": ""Neck CT scan"", ""3"": ""Thyroid MRI"", ""4"": ""Radioactive iodine uptake""}",Endocrinology,diagnosis,case_scenario,endocrinology,thyroid,intermediate,1.0,"[""thyroid disorders"", ""thyroid function tests"", ""subacute thyroiditis"", ""hyperthyroidism""]",female,45,years,Adult (18+)
18616,نوزاد ترم 3 روزه با وزن تولد 2200 گرم، دور سر 30 سانتی متر، در معاینه چشم کاتارکت دوطرفه و در قلب سوفل III/VI دارد. کدام یک از بیماری های مادرزادی جهت وی مطرح است؟,"{'1': 'سرخجه ', '2': 'سیتومگالوویروس ', '3': 'توکسوپلاسموز ', '4': 'سیفیلیس'}",کودکان,1393,1,"A 3-day-old term neonate with a birth weight of 2200 grams, head circumference of 30 cm, bilateral cataracts on eye examination, and a grade III/VI heart murmur. Which congenital disease is suggested for this infant?","{""1"": ""Rubella"", ""2"": ""Cytomegalovirus"", ""3"": ""Toxoplasmosis"", ""4"": ""Syphilis""}",Pediatrics,diagnosis,case_scenario,pediatrics,neonatology,intermediate,1.0,"[""Neonatal physical examination findings"", ""Congenital syndromes associated with cataracts and heart murmurs"", ""Differential diagnosis of neonatal cataracts and heart murmurs""]",unspecified,3,days,Infant (0-1)
12155,بیمار خانم 30 ساله حاملگی 8 هفته می باشد. با سابقه سردرد تیپ میگرنی کلاسیک مراجعه نموده است. بیمار از سردرد شدید شاکی است. ته چشم بیمار نرمال است. کدامیک از داروهای زیر برای کنترل سردرد توصیه نمی کنید؟,"{'1': 'سوماتریپتان ', '2': 'آرگوتامین – سی ', '3': 'استامینوفن کدئین ', '4': 'پتیدین'}",نورولوژی,1395,2,A 30-year-old female patient is 8 weeks pregnant. She presents with a history of classic migraine headaches. The patient complains of severe headache. The fundus of the eye is normal. Which of the following medications is NOT recommended for headache control?,"{""1"": ""Sumatriptan"", ""2"": ""Ergotamine-C"", ""3"": ""Acetaminophen-Codeine"", ""4"": ""Pethidine""}",Neurology,pharmacology,multiple_choice,neurology,Migraine,intermediate,1.0,"[""Pharmacology in pregnancy"", ""Migraine management"", ""Contraindications of medications in pregnancy""]",female,30,years,Adult (18+)
18038,همه موارد زیر جزو اندیکاسیون های تغذیه وریدی (TPN) هستند بجز؟,"{'1': 'بیمار دارای روده با طول طبیعی اما سوءجذب به علت کولیت اولسرو ', '2': 'شیرخوار دچار نقص در رشد (FTT) به علت ایلئوس مکونیوم ', '3': 'نوزاد مبتلا به فیستول بین مری و نای ', '4': 'شیرخواران با طول روده باریک کمتر از 8cm بعد از جراحی رزکسیون روده'}",جراحی,1393,4,All of the following are indications for Total Parenteral Nutrition (TPN) except?,"{""1"": ""Patient with normal bowel length but malabsorption due to ulcerative colitis"", ""2"": ""Infant with Failure to Thrive (FTT) due to meconium ileus"", ""3"": ""Newborn with tracheoesophageal fistula"", ""4"": ""Infants with small bowel length less than 8cm after bowel resection surgery""}",Surgery,treatment,direct_question,gastroenterology,nutrition,intermediate,0.0,"[""Indications for Total Parenteral Nutrition (TPN)""]",unspecified,unspecified,unspecified,Unspecified
14621,بیمار 20 ساله که به علت آکنه از سه ماه قبل تحت درمان با آنتی بیوتیک می باشد، ضایعات رو به بهبودی بوده اما از سه روز قبل به طور ناگهانی ضایعات تشدید یافته و در معاینه پوسچول های متعدد روی صورت مشاهده می شود، کدام یک از تشخیص های زیر برای بیمار مطرح است؟,"{'1': 'فولیکولیت سودومونایی ', '2': 'فولیکولیت انسدادی ', '3': 'فولیکولیت ائوزینوفیلیک ', '4': 'فولیکولیت گرم منفی'}",پوست,1394,4,"A 20-year-old patient has been under antibiotic treatment for acne for the past three months. The lesions were improving, but suddenly worsened three days ago, and multiple pustules are observed on the face during examination. Which of the following diagnoses is likely for the patient?","{""1"": ""Pseudomonal folliculitis"", ""2"": ""Occlusive folliculitis"", ""3"": ""Eosinophilic folliculitis"", ""4"": ""Gram-negative folliculitis""}",Dermatology,diagnosis,case_scenario,dermatology,Acne,intermediate,1.0,"[""Dermatology"", ""Acne treatment"", ""Differential diagnosis of worsening acne""]",unspecified,20,years,Adult (18+)
3696,در ارتباط با بیماری هیرشپرونگ تمام موارد زير صحيح هستند، بجز:,"{'1': 'انسداد فانکشنال دیستال روده است. ', '2': 'شایعترین علائم دیستانسيون شکم، عدم دفع، استفراغ صفراوی می باشد. ', '3': 'اکثر موارد در نوزادی و 20% موارد بعد از دوره نوزادی علامت دار می شوند. ', '4': 'تشخيص قطعی آن با باريم انما و درمان آن جراحی است.'}",جراحی,1398,4,"Regarding Hirschsprung's disease, all of the following are true, EXCEPT:","{""1"": ""It is a functional obstruction of the distal intestine."", ""2"": ""The most common symptoms are abdominal distension, failure to pass stool, and bilious vomiting."", ""3"": ""Most cases are symptomatic in the neonatal period, and 20% of cases become symptomatic after the neonatal period."", ""4"": ""The definitive diagnosis is made with barium enema and the treatment is surgery.""}",Surgery,pathophysiology,direct_question,pediatrics,gastroenterology,intermediate,0.0,"[""Hirschsprung's disease pathophysiology"", ""Clinical features of Hirschsprung's disease"", ""Diagnosis of Hirschsprung's disease"", ""Treatment of Hirschsprung's disease""]",unspecified,unspecified,unspecified,Unspecified
11320,گلوکوم و سنگ کلیه، از عوارض احتمالی کدامیک از داروهای ضد تشنج زیر می باشد؟,"{'1': 'Ethosuximide ', '2': 'phenytoin ', '3': 'Topiramate ', '4': 'Carbamazepine'}",نورولوژی,1395,3,Glaucoma and kidney stones are potential side effects of which of the following anticonvulsant medications?,"{""1"": ""Ethosuximide "", ""2"": ""phenytoin "", ""3"": ""Topiramate "", ""4"": ""Carbamazepine""}",Neurology,pharmacology,direct_question,neurology,Epilepsy,intermediate,0.0,"[""Pharmacology of anti-epileptic drugs"", ""Side effects of anti-epileptic drugs""]",unspecified,,,Unspecified
1788,بیمار خانم ۲۰ ساله با توده 4 سانتی متری پستان راست مراجعه کرده است. در سونوگرافی FNA فیبرادنوم گزارش شده است. بهترین اقدام در بیمار فوق کدام گزینه است؟,"{'1': 'تکرار سونوگرافی ۳ ماه بعد ', '2': 'اکسیزیون توده ', '3': 'انجام کورنیدل بیوپسی ', '4': 'انجام ماموگرافی'}",جراحی,1401,4,A 20-year-old female patient presented with a 4 cm mass in the right breast. Ultrasound-guided FNA reported fibroadenoma. What is the best course of action for the above patient?,"{""1"": ""Repeat ultrasound in 3 months"", ""2"": ""Excision of the mass"", ""3"": ""Perform core needle biopsy"", ""4"": ""Perform mammography""}",Surgery,treatment,case_scenario,hematology_oncology,breast_cancer,intermediate,1.0,"[""breast mass evaluation"", ""fibroadenoma management"", ""FNA interpretation"", ""surgical indications""]",female,20,years,Adult (18+)
14215,خانم 30 ساله Sex worker با شكايت از سوزش و تكرر و فوريت ادرار از 2 روز پيش مراجعه كرده است. تب را ذكر نمي كند و سابقه بيماري خاصي ندارد. كدام يك از اقدامات تشخيصي زير در اولين مرحله براي بيمار توصيه نمي شود؟,"{'1': 'معاينه لگني ', '2': 'آناليز ادرار ', '3': 'كشت ادرار ', '4': 'سونوگرافي سيستم ادراري'}",عفونی,1394,4,"A 30-year-old female sex worker presents with complaints of dysuria, frequency, and urgency of urination for the past 2 days. She denies fever and has no significant past medical history. Which of the following diagnostic measures is NOT recommended in the initial stage for this patient?","{""1"": ""Pelvic examination"", ""2"": ""Urinalysis"", ""3"": ""Urine culture"", ""4"": ""Ultrasound of the urinary system""}",Infectious Diseases,diagnosis,multiple_choice,infectious_disease,urinary_tract_infection,intermediate,1.0,"[""Urinary tract infection diagnosis"", ""Sexually transmitted infections"", ""Initial diagnostic steps for UTI""]",female,30,years,Adult (18+)
15831,مردی 35 ساله به علت تصادف با موتورسیکلت به اورژانس آورده شده است. در معاینه نورولوژیک با تحریک دردناک چشم هایش را باز می کند و نسبت به مکان و زمان Orientation ندارد. محل تحریک را با دست خود به طور دقیق لمس می کند. از نظر تقسیم بندی GCS کدام مورد صحیح است؟,"{'1': 'GCS=8 ', '2': 'GCS=9 ', '3': 'GCS=10 ', '4': 'GCS=11'}",جراحی,1394,4,"A 35-year-old man was brought to the emergency department due to a motorcycle accident. On neurological examination, he opens his eyes to painful stimuli and is disoriented to place and time. He accurately localizes the painful stimulus with his hand. According to the GCS classification, which option is correct?","{""1"": ""GCS=8 "", ""2"": ""GCS=9 "", ""3"": ""GCS=10 "", ""4"": ""GCS=11""}",Surgery,diagnosis,case_scenario,neurology,trauma,intermediate,1.0,"[""Glasgow Coma Scale (GCS)"", ""neurological examination"", ""trauma assessment""]",male,35,years,Adult (18+)
20199,خانم 30 ساله با قرمزی، درد و فوتوفوبی چشم چپ از سه روز قبل به اورژانس مراجعه نموده است. در معاینه چشم چپ مردمک نامنظم و کوچک و در اطاق قدامی سلول و Flare شدید مشاهده می‌شود. عمق اطاق قدامی طبیعی و فشار چشم چپ 30 میلی‌متر جیوه است. معاینه چشم راست نکته خاصی ندارد. بیمار سابقه ابتلا به آسم دارد. کدام اقدام درمانی مناسب‌تر است؟,"{'1': 'قطره پردنیزولون + قطره لاتاناپروست + قطره سیکلوپنتولات ', '2': 'قطره بتامتازون + قطره پیلوکارپین + قطره هماتروپن ', '3': 'قطره بتامتازون + قطره تیمولول + قطره هماتروپن ', '4': 'قطره پردنیزولون + قطره هماتروپین + قرص استازولامید'}",چشم پزشکی,1391,4,"A 30-year-old woman presented to the emergency department with redness, pain, and photophobia in her left eye for the past three days. On examination of the left eye, the pupil is irregular and small, and severe cell and flare are observed in the anterior chamber. The depth of the anterior chamber is normal, and the intraocular pressure of the left eye is 30 mmHg. Examination of the right eye is unremarkable. The patient has a history of asthma. Which treatment is most appropriate?","{""1"": ""Prednisolone drops + Latanoprost drops + Cyclopentolate drops"", ""2"": ""Betamethasone drops + Pilocarpine drops + Homatropine drops"", ""3"": ""Betamethasone drops + Timolol drops + Homatropine drops"", ""4"": ""Prednisolone drops + Homatropine drops + Acetazolamide tablets""}",Ophthalmology,treatment,case_scenario,ophthalmology,uveitis,intermediate,1.0,"[""Ophthalmology"", ""Uveitis diagnosis"", ""Uveitis treatment"", ""Intraocular pressure management""]",female,30,years,Adult (18+)
18247,کودک 7 ساله اي مبتلا به آسم است. در بررسی انجام شده، بیمار آلرژی به مایت (Dust Mite) دارد. کدامیک از توصیه های زیر به بیمار کمک بیشتری می کند؟,"{'1': 'استفاده از دستگاه بخور کنار تخت بیمار ', '2': 'سم\u200cپاشی منزل ', '3': 'شستشوی هفتگی ملحفه\u200cهای بیمار با آب داغ ', '4': 'استفاده از دستگاه تصفیه هوا'}",کودکان,1393,3,"A 7-year-old child has asthma. Upon examination, the patient is allergic to dust mites. Which of the following recommendations would be most helpful to the patient?","{""1"": ""Using a humidifier next to the patient's bed"", ""2"": ""Spraying the house"", ""3"": ""Weekly washing of the patient's bedding with hot water"", ""4"": ""Using an air purifier""}",Pediatrics,treatment,multiple_choice,pediatrics,pulmonology,intermediate,1.0,"[""Asthma management in children"", ""Allergen avoidance strategies"", ""Dust mite allergy""]",unspecified,7,years,Child (2-17)
14626,آقای 60 ساله دیابتیک بدون سابقه بیماری دیگر از 2 روز قبل دچار گاستروآنتریت شده و از 2 ساعت قبل دچار درد اپیگاستر همراه با تهوع و استفراغ شده و به اورژانس مراجعه نموده است. در معاینه رنگ پریده و فشار خون وی 88/55mmHg است. کدام یک از اقدامات زیر در این بیمار اولویت دارد؟,"{'1': 'معرفی بیمار به آندوسکوپی ', '2': 'گرفتن نوار قلب و بستری بیمار ', '3': 'گرفتن نمونه مدفوع و آزمایش آن ', '4': 'تزریق سرم رینگر و ترخیص بیمار'}",قلب,1394,2,"A 60-year-old diabetic man with no other medical history developed gastroenteritis 2 days ago and has been experiencing epigastric pain accompanied by nausea and vomiting for the past 2 hours, presenting to the emergency department. On examination, he is pale and his blood pressure is 88/55 mmHg. Which of the following actions is a priority in this patient?","{""1"": ""Referral for endoscopy"", ""2"": ""Obtaining an electrocardiogram and admitting the patient"", ""3"": ""Obtaining and testing a stool sample"", ""4"": ""Administering Ringer's solution and discharging the patient""}",Cardiology,treatment,case_scenario,gastroenterology,gastroenteritis,intermediate,1.0,"[""Gastroenteritis management"", ""Diabetic patient management"", ""Hypotension management"", ""Emergency medicine""]",male,60,years,Adult (18+)
19851,اقای 50 ساله سیگاری با شکایت از سرفه های خشک و هموپتزی متناوب، ادم ژنرالیزه مراجعه نموده است. رادیوگرافی قفسه صدری نشان دهنده ضایعه فضاگیر مشکوک به نفع بدخیمی در ریه سمت راست می باشد. آزمایش ادرار پروئتین 4+ ، 3 تا 5 گلبول قرمز و 1 تا 2 گلبول سفید را نشان داده و دفع پروتئین ادرار 24 ساعته شش گرم گزارش شده است. در مطالعه میکروسکوپ نوریdiffuse thichening of the capillary wall دیده می شود. مشاهده electron dense depostis در کدامیک از محل های زیر در گلومرول ها با میکروسکوپ الکترونی محتمل تر است؟,"{'1': 'Subepithelial ', '2': 'Subendothelial ', '3': 'Mesangial ', '4': 'Lamina densa'}",پاتولوژی,1391,1,"A 50-year-old male smoker presented with complaints of dry cough and intermittent hemoptysis, and generalized edema. Chest radiography showed a space-occupying lesion suspicious for malignancy in the right lung. Urinalysis showed 4+ protein, 3 to 5 red blood cells, and 1 to 2 white blood cells, and 24-hour urine protein excretion was reported as six grams. Light microscopy showed diffuse thickening of the capillary wall. Electron dense deposits in which of the following locations in the glomeruli are more likely to be seen with electron microscopy?","{""1"": ""Subepithelial "", ""2"": ""Subendothelial "", ""3"": ""Mesangial "", ""4"": ""Lamina densa""}",Pathology,diagnosis,case_scenario,nephrology,glomerular_disease,advanced,1.0,"[""Nephrotic syndrome"", ""Glomerulonephritis"", ""Paraneoplastic syndromes"", ""Lung cancer"", ""Renal pathology"", ""Electron microscopy in renal disease""]",male,50,years,Adult (18+)
5202,خانم 25 ساله، با شكايت از دوبيني كه از سه روز پيش شروع شده مراجعه كرده است. در معاينه، در نگاه به چپ محدوديت حركت چشم راست و نيستاگموس چشم چپ ديده مي شود. محل آسيب عصبي كجاست؟,"{'1': 'فاسيكول طولي داخلي (MLF) راست ', '2': 'فاسيكول طولي داخلي (MLF) چپ ', '3': 'ضايعه مخچه سمت راست ', '4': 'ضايعه عصب زوج 3'}",چشم پزشکی,1398,1,"A 25-year-old woman presents with a complaint of double vision that started three days ago. On examination, limitation of movement of the right eye and nystagmus of the left eye are observed on left gaze. Where is the location of the neurological lesion?","{""1"": ""Right medial longitudinal fasciculus (MLF)"", ""2"": ""Left medial longitudinal fasciculus (MLF)"", ""3"": ""Right cerebellar lesion"", ""4"": ""Cranial nerve 3 lesion""}",Ophthalmology,diagnosis,case_scenario,neurology,neuro-ophthalmology,intermediate,1.0,"[""Neuroanatomy"", ""Cranial nerve function"", ""Ocular motility disorders"", ""Localization of neurological lesions""]",female,25,years,Adult (18+)
18432,نوزاد ترم دو روزه ای به علت ایکتر به درمانگاه آورده شده است. در آزمایشات همراه ویBili-T=15mg/dl Bili-D = 0.5 retic=10% direct coombs=positiveکدام یک از عوامل زیر احتمال بیشتری برای ایکتر دارد؟,"{'1': 'اسفروسیتوز ارثی ', '2': 'هیپوتیروئیدی ', '3': 'کمبود G6PD ', '4': 'ناسازگاری ABO'}",کودکان,1393,4,"A two-day-old term neonate is brought to the clinic due to jaundice. Laboratory tests show Bili-T=15mg/dl, Bili-D = 0.5, retic=10%, direct coombs=positive. Which of the following factors is the most likely cause of jaundice?","{""1"": ""Hereditary spherocytosis"", ""2"": ""Hypothyroidism"", ""3"": ""G6PD deficiency"", ""4"": ""ABO incompatibility""}",Pediatrics,etiology,case_scenario,pediatrics,neonatology,intermediate,1.0,"[""Neonatal jaundice"", ""Causes of indirect hyperbilirubinemia in newborns"", ""Interpretation of laboratory values (total bilirubin, direct bilirubin, reticulocyte count, Coombs test)"", ""Hemolytic disease of the newborn""]",unspecified,2,days,Infant (0-1)
2419,در خانم 43 ساله با سابقه میاستنی گراویس و تشنج، به علت مشکل ایسکمیک قلبی نیاز به درمان دارد. کدامیک از داروهای زیر خطر کمتری برای وی دارد؟,"{'1': 'پروپرانولول ', '2': 'فنی تویین ', '3': 'نیتروگلیسرین ', '4': 'کینیدین'}",نورولوژی,1400,4,A 43-year-old woman with a history of myasthenia gravis and seizures requires treatment for an ischemic heart problem. Which of the following medications has less risk for her?,"{""1"": ""Propranolol"", ""2"": ""Phenytoin"", ""3"": ""Nitroglycerin"", ""4"": ""Quinidine""}",Neurology,pharmacology,multiple_choice,cardiology,Ischemic Heart Disease,intermediate,1.0,"[""Pharmacology of cardiac medications"", ""Drug interactions and contraindications in Myasthenia Gravis"", ""Drug interactions and contraindications in seizure disorders"", ""Management of ischemic heart disease""]",female,43,years,Adult (18+)
12243,کدام مورد از علائم خطر (میلوپاتی سرویکال) در آرتریت دژنراتیو مهره های گردنی نمی باشد؟,"{'1': 'از دست رفتن مهارت های ظریف دست ', '2': 'بی حسی در اندام های فوقانی ', '3': 'Wide base gait ', '4': 'تست بابنسکی مثبت'}",ارتوپدی,1395,2,Which of the following is NOT a danger sign (cervical myelopathy) in degenerative arthritis of the cervical vertebrae?,"{""1"": ""Loss of fine motor skills in the hand"", ""2"": ""Numbness in the upper extremities"", ""3"": ""Wide base gait"", ""4"": ""Positive Babinski test""}",Orthopedics,complication,direct_question,orthopedics,Spine,intermediate,0.0,"[""Cervical myelopathy"", ""Degenerative cervical spine disease"", ""Symptoms of cervical myelopathy""]",unspecified,unspecified,unspecified,Unspecified
18861,درکدامیک از موارد زیر شیردهی ممنوع می باشد؟,"{'1': 'ماستیت ', '2': 'ایدز ', '3': 'سل درمان شده ', '4': 'هپاتیت B'}",زنان,1393,2,In which of the following cases is breastfeeding contraindicated?,"{""1"": ""Mastitis"", ""2"": ""AIDS"", ""3"": ""Treated Tuberculosis"", ""4"": ""Hepatitis B""}",Obstetrics and Gynecology,other,direct_question,gynecology,Obstetrics,basic,0.0,"[""Contraindications to breastfeeding""]",female,,,Unspecified
17244,بيمار 21 ساله اي است كه به علت نعوظ طولاني كه در هنگام خواب اتفاق افتاده، مراجعه كرده است. در شرح حال بيمار سابقه تروماي پرينه را در هفته گذشته ذكر مي كند. نعوظ بيمار دردناك نمي باشد در معاينه نعوظ ناكامل بدون اكيموز و هماتوم دارد. كدام يك از روش هاي درماني را توصيه مي نماييد؟,"{'1': 'تخليه و آسپيره كردن خون اجسام غاري ', '2': 'تزريق a آدرنرژيك\u200cها داخل اجسام غاري ', '3': 'ايجاد شنت بين اجسام غاري و اسفنجي به روش جراحي ', '4': 'آمبوليزاسيون شرياني از طريق آنژيوگرافي'}",اورولوژی,1394,4,"A 21-year-old patient presented with prolonged erection that occurred during sleep. The patient's history mentions a perineal trauma in the past week. The patient's erection is not painful. On examination, there is incomplete erection without ecchymosis and hematoma. Which of the following treatment methods do you recommend?","{""1"": ""Drainage and aspiration of blood from the corpora cavernosa"", ""2"": ""Intracavernosal injection of alpha-adrenergic agonists"", ""3"": ""Surgical creation of a shunt between the corpora cavernosa and corpus spongiosum"", ""4"": ""Arterial embolization via angiography""}",Urology,treatment,case_scenario,urology,erectile_dysfunction,intermediate,1.0,"[""Priapism management"", ""Trauma-related priapism"", ""Treatment options for priapism""]",male,21,years,Adult (18+)
17606,آقای 67 ساله با عفونت های مکرر ادراری تحت بررسی قرار گرفته است. PSA نرمال در سونوگرافی، پروستات 70 سی سی به هرماه سنگ 3 سانتی متری مثانه گزارش شده است، اقدام مناسب درمانی کدام است؟,"{'1': 'ESWL سنگ مثانه ـ\u200cدرمان دارویی با فیناسترایت ', '2': 'درمان آنتی\u200cبیوتیک + بیوپسی ترانس رکتال پروستات ', '3': 'جراحی باز پروستات و سنگ مثانه همزمان ', '4': 'TURP + سنگ\u200cشکنی از طریق مثانه (لیتولاپکسی) همزمان'}",اورولوژی,1393,3,"A 67-year-old man with recurrent urinary tract infections is being evaluated. Normal PSA, prostate 70 cc on ultrasound, along with a 3 cm bladder stone are reported. What is the appropriate treatment?","{""1"": ""ESWL for bladder stone - Medical treatment with finasteride"", ""2"": ""Antibiotic treatment + Transrectal prostate biopsy"", ""3"": ""Open surgery for prostate and bladder stone simultaneously"", ""4"": ""TURP + Cystolitholapaxy simultaneously""}",Urology,treatment,case_scenario,urology,benign_prostatic_hyperplasia,intermediate,1.0,"[""Urology"", ""Benign Prostatic Hyperplasia (BPH)"", ""Urinary Tract Infections (UTIs)"", ""Bladder stones"", ""Treatment options for BPH and bladder stones""]",male,67,years,Adult (18+)
696,بیمار خانم ۲۳ ساله با سابقه هایپوتیروییدی از ۲ سال اخیر در حال حاضر بدلیل مراقبت قبل بارداری مراجعه کرده است. علائم خاصی را ذکر نمی کند. در معاینه تیرویید قوام نرم و مختصر برجسته می باشد. در این بیمار TSH هدف، جهت اجازه بارداری کمتر از کدام یک از اعداد زیر میباشد؟,"{'1': '۵ ', '2': '۴/۵ ', '3': '۳/۵ ', '4': '۲/۵'}",غدد,1402,4,"A 23-year-old female patient with a history of hypothyroidism for the past 2 years has presented for preconception care. She does not report any specific symptoms. On thyroid examination, the consistency is soft and slightly enlarged. In this patient, the target TSH level to allow pregnancy is less than which of the following numbers?","{""1"": ""5"", ""2"": ""4.5"", ""3"": ""3.5"", ""4"": ""2.5""}",Endocrinology,followup,multiple_choice,endocrinology,Thyroid,intermediate,1.0,"[""Management of hypothyroidism in women of childbearing age"", ""TSH targets for pregnancy in hypothyroid patients"", ""Pre-conception counseling for endocrine disorders""]",female,23,years,Adult (18+)
6568,بیماری به علت تروما به اورژانس آورده شده است. در معاینه درد را لوکالیزه می‌کند و از کلمات نامفهوم استفاده می‌کند و با صدا زدن چشم‌ها را باز می‌کند. GCS بیمار چند است؟,"{'1': '7 ', '2': '9 ', '3': '11 ', '4': '13'}",جراحی,1397,3,"The patient was brought to the emergency department due to trauma. On examination, he localizes pain, uses incomprehensible words, and opens his eyes to voice. What is the patient's GCS?","{""1"": ""7 "", ""2"": ""9 "", ""3"": ""11 "", ""4"": ""13""}",Surgery,other,case_scenario,neurology,Traumatic Brain Injury,intermediate,1.0,"[""Glasgow Coma Scale (GCS)"", ""Neurological assessment""]",unspecified,unspecified,unspecified,Unspecified
16549,"آقای 51 ساله به علت ضعف و بی حالی مراجعه نموده و در معاینه اسپلومگالی دارد. بررسی های آزمایشگاهی به صورت زیر است.WBC:76,000 , Neut:40% , Band 22% , Iymph:5% , Basophil:8% , Metamyelocyte:15% , myelocyte:10 , Plt:535,000 , Hb:11.2 gr/dLکدامیک از اقدامات زیر برای تشخیص کمک کننده تر است؟","{'1': 'بررسی از نظر HTLV1 ', '2': 'فلوسیتومتری خون محیطی از نظر CD55 , CD59 ', '3': 'بررسی سیتوژنتیک Chromosomal Study ', '4': 'بررسی از نظر EBV'}",خون و انکولوژی,1394,3,"A 51-year-old man presented with weakness and malaise and has splenomegaly on examination. Laboratory tests are as follows: WBC: 76,000, Neut: 40%, Band 22%, Lymph: 5%, Basophil: 8%, Metamyelocyte: 15%, Myelocyte: 10%, Plt: 535,000, Hb: 11.2 gr/dL. Which of the following measures is more helpful for diagnosis?","{""1"": ""HTLV1 testing"", ""2"": ""Peripheral blood flow cytometry for CD55, CD59"", ""3"": ""Cytogenetic study (Chromosomal Study)"", ""4"": ""EBV testing""}",Hematology and Oncology,diagnosis,case_scenario,hematology_oncology,myeloproliferative_disorders,intermediate,1.0,"[""Interpretation of complete blood count (CBC) with differential"", ""Differential diagnosis of splenomegaly"", ""Evaluation of suspected myeloproliferative neoplasms""]",male,51,years,Adult (18+)
15804,"خانمی 20 ساله به علت کم خونی مراجعه نموده است. بررسی آزمایشگاهی نشان دهنده:Hb:9 g/dl; RBC:3,500,000; MCV:65; MCH:26MCHC:31; RDW:17 کدام تشخیص بیشتر مطرح است؟","{'1': 'اسفروسيتوز ارثی ', '2': 'کم\u200cخونی فقر آهن ', '3': 'تالاسمی مینور بتا ', '4': 'بیماری هموگلوبین D'}",خون و انکولوژی,1394,2,"A 20-year-old woman presented with anemia. Laboratory findings show: Hb: 9 g/dl; RBC: 3,500,000; MCV: 65; MCH: 26; MCHC: 31; RDW: 17. Which diagnosis is most likely?","{""1"": ""Hereditary Spherocytosis"", ""2"": ""Iron Deficiency Anemia"", ""3"": ""Beta Thalassemia Minor"", ""4"": ""Hemoglobin D Disease""}",Hematology and Oncology,diagnosis,case_scenario,hematology_oncology,anemia,intermediate,1.0,"[""interpretation of complete blood count (CBC)"", ""differential diagnosis of microcytic anemia"", ""understanding of red blood cell indices (MCV, MCH, MCHC, RDW)""]",female,20,years,Adult (18+)
5508,کدام یک از انواع میوم بیشترین تأثیر را در باروری فرد دارد؟,"{'1': 'میوم ساب سروزال ', '2': 'میوم اینترامورال ', '3': 'میوم ساب موکوزال ', '4': 'میوم لیگامان پهن'}",زنان,1398,3,Which type of myoma has the most impact on an individual's fertility?,"{""1"": ""Subserosal myoma"", ""2"": ""Intramural myoma"", ""3"": ""Submucosal myoma"", ""4"": ""Broad ligament myoma""}",Obstetrics and Gynecology,other,direct_question,gynecology,Reproductive Endocrinology and Infertility,intermediate,0.0,"[""Types of uterine fibroids (myomas)"", ""Impact of different fibroid types on fertility""]",female,,,Unspecified
